,title,text,category,is_fake
220,phone devic test male fertil accur predict pregnanc,new smartphon attach can predict accuraci man chanc impregn ovul femal engag sexual intercours new devic cost insert usb port smartphon will analyz semen sampl place devic analyz result download smart phone app avail googl play app store new technolog will save expens clinic visit help famili plan,technology,1
221,well fargo attempt gain control money well fargo begun put play plot control consum spend monday began roll program intend reduc amount peopl use physic currenc forc custom use digit currenc bank hope becom arbit money can spent unlik tradit physic currenc transact done digit requir author bank hold fund thus whether money can spent becom decis bank well fargo move direct us govern long push bank move direct govern hope gain greater leverag populac secret polic depart seiz bank account money without sort due process currenc digit govern abl seiz everi time abl prevent earn money mean govern essenti gain abil arbitrarili impos death sentenc citizen prevent particip trade well fargo stand gain money digit money must belong bank just first step toward authoritarian american,well fargo attempt gain control money well fargo begun put play plot control consum spend monday began roll program intend reduc amount peopl use physic currenc forc custom use digit currenc bank hope becom arbit money can spent unlik tradit physic currenc transact done digit requir author bank hold fund thus whether money can spent becom decis bank well fargo move direct us govern long push bank move direct govern hope gain greater leverag populac secret polic depart seiz bank account money without sort due process currenc digit govern abl seiz everi time abl prevent earn money mean govern essenti gain abil arbitrarili impos death sentenc citizen prevent particip trade well fargo stand gain money digit money must belong bank just first step toward authoritarian american,technology,1
222,gps tracker implant citizen nepal,nepal will implant gps tracker right arm citizen live around mount everest region offici said monday morn popular tourist climb everest worri local will attempt either kidnap rob tourist first step effort keep track citizen safeti tourist safeti citizen will implement new polici next year anyon declin will ask leav countri,technology,1
223,exposur youtub content t verizon doubl ad campaign,ad campaign receiv tremend exposur adult rate content featur nuditi pornographi youtub t verizon pledg doubl ad campaign youtub googl chief busi offic phillip schindler delight outcom market partnership say compani partner adultr content never thought ad get much viewership liter gold mine schindler wrote blog,technology,1
224,toyota sue microsoft contract breach,automobil manufactur toyota sign contract microsoft order make car user friend tech friend toyota plan implement number microsoft oper system program car next year howev microsoft learn toyota use system car just prius therebi refus compli contract microsoft state core mission improv environ happi work toyota prius divis none statement toyota state car now better environ just prius will now look anoth provid work,technology,1
225,first amazon prime air deliveri end disast,thursday amazon prime air attempt first packag shipment attempt move forward goal fill sky deliveri drone drone arriv success mar amazonhost confer palm spring florida flight rather spectacular end crash front window fortun injuri four pound sunscreen bottl appear undamag impact amazon spokeswoman said addit attempt will made next week effort improv system,technology,1
226,amazon give away free budget phone,new move pull market share away major phone carrier amazon announc thursday give away budget phone amazon prime member addit phone giveaway amazon said ad phone budget phone line amazon prime member will now abl receiv phone free charg can preorder start thursday move will partial paid place ad phone screen advertis addit amazon product servic aim rule world put hand everi aspect commerc now custom can communic shop entertain need tip hand fulfil amazon note amazon ceo jeff bezo,technology,1
227,offici bert erni sesam street fame marri love ceremoni attend mani fan record suppos share onlin attend youtub deem unsuit children watch even though children watch great exampl love accept bert erni mani year tv wish best long happi life togeth wish friend,offici bert erni sesam street fame marri love ceremoni attend mani fan record suppos share onlin attend youtub deem unsuit children watch even though children watch great exampl love accept bert erni mani year tv wish best long happi life togeth wish friend,technology,1
228,googl steal user locat inform tricki map app secret,alphabet inc googl announc wednesday will revamp popular map app allow user share locat neglect share much import inform industri insid assum plan disclos last sever year user worldwid provid exact coordin alphabet inc subsidiari everi time check gmail post blogspot use googl earth check great pyramid giza tune youtub watch pewdiepi throw racist shade alphabet inc claim inform store boost effect googl map analyst say find reveal much sinist plot one mention illuminati one explicit rule ask care either way user said huh need post pictur corndog gram done,technology,1
229,fruit shape sensor detect drug shipment hidden cargo,smuggler bewar new sensor look like fruit can hidden among fruit contain abl detect presenc illeg drug within feet devic come orang appl banana lemon mango varieti can pack among ordinari fruit sinc drug frequent smuggl among produc mexico latin american countri new devic key disrupt drug import us larri allen us dea chief offic comment devic will invalu allow us detect disrupt drug smuggl cargo transit us previous take dozen agent accomplish work sever sensor project final stage conduct us defens advanc research agenc,technology,1
230,twitter remov antitrol tool,bold statement ed ho twitter vicepresid engin twitter longer go censor bad appl next month twitter will remov antiabus tool main websit offici twitter app twitter will analyz abus report direct user will longer use comput algorithm scan abus,technology,1
231,instagram add futurist authent facial recognit touch dna,instagram ad futurist featur put complet stop hacker abl access account now user much submit dna instagram along passport photo order open new account retriev access old exist account twitter facebook googl will ad secur protocol near futur,technology,1
232,facebook messeng elimin emoji,facebook announc due success emoji wide recogn becom facebook opt take bold step delet emoji facebook say reaction public full support emoji face taken place verbal written emot communic lack express sad happi turn human cataton robotlik state facebook care user want begin help peopl express without crutch emoji,technology,1
233,nasa fire rocket earth,nasa launch new rocket deep middl earth today order dispel myth next rocket explod nasa tri eas mind peopl want ventur space show odd less like now rocket crash ground now like surviv trip mar concept intellectu accord gari benton product develop manag stenni space center complex averag person comprehend space launch system sls now take applic mar,technology,1
234,samsung new ai assist name bixbi siri alexa,samsung decid name new ai assist tradit customari flare includ first middl last name basic idea peopl realli want emot connect ai research shown easiest letter rememb bsa galaxi s samsung head research develop injong rhee express recent blog post idea string togeth popular ai assist name brilliant simpl roll tongu key first name bixbi strateg one upper chess move,technology,1
235,congress plan take away privaci,republican alway thought peopl much privaci privaci thing stop take countri verizon comcast t now congress secret partner telecommun compani now congress get inform can put death camp possibl obama administr era rule now republican control govern will happen action improv donald trump,technology,1
236,machin learn open new way help peopl prison,cc rule make use technolog help million peopl enjoy televis media format thank googl machinelearn technolog prison will abl util technolog youtub use speechtext softwar will use sever prison throughout nation hear impair prison excit hear cc technolog implement mani taxpay idea,technology,1
237,youtub zero percent error rate sound effect caption,year youtub use algorithm autocapt speech hear impair caption run smooth start alway zero percent error rate accord googl develop youtub sever year provid sound effect caption can spell sound applaus music laughter hum sneez sound youtub video,technology,1
238,solarpow skin,great advanc technolog new type solar power skin make way world prosthet research develop new smart skin can feel embed sensor possibl feel temperatur differ pressur even damp new addit prosthet solar part new technolog come tri power research team univers glasgow uk develop version synthet skin har power sun end develop version can har greater amount power can use power electron devic thank research will wearer prosthet benefit will us belov electron devic,technology,1
239,uber selfdriv car test resum crash,uber technolog inc selfdriv car put standbi recent wreck arizona monday program back onlin caus much wors disast san francisco uber tech resum test san fran plan resum temp arizona pittsburgh later day accord spokeswomen one uber self drive vehicl involv serious possibl fatal crash three peopl crash monday sure bigger hit uber self drive car program previous crash car struck hit sedan tbone crash uber flew red light intersect numer report uber self drive car break various drive law crash other possibl fatal wound driver passeng,technology,1
240,appl say kid free life,appl commit appl day keep doctor away compani commit let everi american child five year old buy iphon half price compani will instal app allow children alert teacher feel well need use bathroom app allow contact teacher without rais hand embarrass draw attent go potti thing past appl lead way futuresourc consult research compani support idea offer want donat iphon appl maco oper system year old across us,technology,1
241,alex jone apolog promot pizzag hoax,alex jone promin conspiraci theorist host popular rightw radio show apolog help spread promot hoax known pizzag admiss friday mr jone host alex jone show oper websit infowar strike addit promot pizzag conspiraci theori contend sept attack insid job carri unit state govern shoot sandi hook elementari school newtown conn hoax concoct hostil second amend pizzag theori posit evid top democrat offici involv satan child pornographi ring center around comet ping pong pizza restaur washington dc grew onlin forum make way visibl venu includ mr joness show promin elect drew attent prolifer fals mislead news much polit charg circul platform like facebook twitter youtub,business,0
242,bank tech firm battl someth akin gold data,big bank silicon valley wage escal battl person financi data dinner bill last night month mortgag payment interest rate pay technolog compani like mint better eager slurp data main build servic let peopl link various bankaccount creditcard inform sell point make budget bookkeep easier data also use offer new kind loan invest product now bank decid let data go without fight recent week sever larg bank push restrict share kind data technolog compani accord tech firm case refus pass along inform like fee interest rate charg side see big money made ream high person inform creat financi transact,business,0
243,california uphold auto emiss standard,set face trump california cleanair agenc vote friday push ahead stricter emiss standard car truck set potenti legal battl trump administr state plan reduc planetwarm gase vote california air resourc board boldest indic yet california plan stand presid trump agenda lead politician state governor mani mayor promis lead resist mr trump polici mr trump back industri environment concern said eas emiss rule help stimul auto manufactur vow last week loosen regul automak aggress pursu chang year support stricter standard,business,0
244,renegoti nafta mexican say get,two decad free trade heart mexico relationship america respons pump stream vehicl audio compon avocado north cheap corn cattl softwar south nation leader central vital nonnegoti least presid trump came along promis upend near billion annual trade two countri reengin america favor now mexico leader new prioriti urg american counterpart hurri get free trade long articl faith mexico uncertainti fate north american free trade agreement hit countri hard,business,0
245,snapchat will bigger twitter,yahoo aol advertis snapchat becom popular advertis twitter yahoo aol within three year messag app compani forecast bring revenu bn â£bn year end bullish forecast base advertis target hardreach youth audienc snapchat seem corner half video user app compar facebook googl youtub accord amper analysi brand also keen see true rival emerg challeng facebook googl recent come heavi critic advertis practic two web giant current account bn global mobil ad market,business,0
246,brexit talk will fail without compromis josã© manuel barroso,brexit negoti cours fail unless britain european union ditch winnertak approach come talk former presid european commiss josã© manuel barroso said just day go theresa may formal notifi brussel uk intent leav eu jeanclaud juncker predecessor said two side play danger game uk prime minist said believ deal better bad deal cabinet open talk prospect walk away negoti tabl,business,0
247,million uk worker risk replac robot,studi say million uk worker high risk replac robot within year autom routin task gather pace new machin age report consult firm pwc found job britain potenti threat breakthrough artifici intellig ai sector half job go report predict autom boost product creat fresh job opportun said action need prevent widen inequ result robot increas use lowskil task pwc said million job high risk wholesal retail â€“ sector employ peopl uk â€“ million threat manufactur million administr support servic transport storag,business,0
248,brewdog threaten lawsuit plan bar punk name,brewdog threaten legal action prevent bar use term punk name emerg day brewer blame triggerhappi lawyer similar disput spark social media backlash brewer vocal critic behaviour larg corpor rais object plan music promot toni green open bar leed call draft punk green say name tonguecheek refer french danc music act daft punk said intimid threat contraven punk movement spirit brewdog claim espous,business,0
249,tesco pay â£m fine account scandal,tesco pay â£m settl investig serious fraud offic financi conduct author account scandal rock britain biggest retail will pay fine â£m part defer prosecut agreement dpa sfo although deal requir court approv dpa relat tesco subsidiari tesco store ltd supermarket group separ agre fca pay â£m compens investor affect trade statement august overst profit tesco will also pay legal cost associ agreement said total except charg expect â£m,business,0
250,uber shut denmark oper new taxi law,uber will shut oper denmark next month follow introduct new taxi law compani said mark latest european setback us ridebook servic compani spokesman kristian agerbo said tuesday uber must take consequ rule among thing will requir cab fit seat occup sensor fare metersub suspend fleet selfdriv car follow arizona crash uber face problem citi includ madrid frankfurt pari london await decis european court justic determin regul contin transport servic digit platform,business,0
251,eu block deutsch boers billion takeov london stock exchang,european union regul dealt final blow deutsch boers ag plan takeov london stock exchang group plc symbol block euuk integr day britain formal serv notic decis quit eu billion deal creat europ biggest exchang harm competit soon nation eu creat de facto monopoli clear bond repurchas agreement european commiss said email statement wednesday decis flag last month lse thwart deutsch boers expans just five year eu also ban propos tie nyse euronext commiss allow creation monopoli happen case margreth vestag eus antitrust commission told report brussel lse prepar sell small unit remov concern combin firm weaken rival euronext nv eu regul becom increas tough big deal demand weighti concess elimin overlap busi amid concern combin firm domin industri increas price second time vestag formal block merger sever transact ditch antitrust opposit,business,0
252,toshiba westinghous file us bankruptci,westinghous toshiba us nuclear unit file us bankruptci protect us firm struggl hefti loss thrown japanes parent crisi put conglomer futur risk westinghous suffer huge cost overrun two us project georgia south carolina toshiba said bankruptci affect westinghous uk oper employ worker howev firm warn writedown us nuclear busi see toshiba total loss last year exceed trillion yen bn â£bn almost tripl previous estim japanes govern confirm wednesday awar toshiba plan,business,0
253,ford invest bn michigan plant,ford said will spend bn â£bn part plan upgrad three michigan plant said m will spent retool factori wayn ford plan build bronco ranger model addit ford will creat job romeo engin part plant said statement januari us car giant said cancel bn plant plan build mexico us presid donald trump put pressur ford plan mexico invest tweet earlier tuesday big announc ford today major invest made three michigan plant car compani come back us job job job ford us invest announc larg line previous agreement reach unit auto worker union,business,0
254,amazon buy middl east onlin retail souq,amazon made first move middl east agre buy region largest onlin retail souqcom undisclos amount souq launch offer million product sell across categori includ consum electron fashion health beauti household good babi amazon souq share dna driven custom invent longterm think said amazon senior vicepresid russ grandinetti report suggest amazon pay m â£m compani deal reveal day emaar mall oper dubai biggest mall made offer m â£m souq,business,0
255,well fargo profit hit legal cost,us bank well fargo report fall quarter profit set asid fund potenti cost relat fake account scandal third quarter profit fell bn â£bn bn year scandal saw bank employe open mani two million account without custom knowledg permiss order meet aggress sale target septemb bank fine m illeg account week well fargo boss john stumpf resign well fargo fire employe connect scandal bank face numer feder state investig said expens rose part due anticip litig cost thirdquart fix cost increas bn bn previous quarter,business,0
256,elon musk creat neuralink brain electrod firm,tesla chief execut elon musk launch neuralink start aim develop technolog connect brain comput report wall street journal later confirm tweet mr musk said compani earli stage regist medic research firm compani will develop call neural lace technolog implant tini electrod brain techniqu use improv memori give human ad artifici intellig,business,0
257,uk bank ask draw plan show prepar brexit,bank england ask uk bank insur financi institut draw comprehens plan will deal britain exit european union will scrutinis close two day theresa may govern plan trigger articl begin two year negoti uk departur bank said citi institut provid copi conting plan reassur regul readi rang possibl outcom bank financi polici committe fpc said last quarter meet risk financi stabil will influenc orderli adjust new relationship uk eu fpc will overse conting plan mitig risk financi stabil process unfold,business,0
258,aircraft order increas tenfold year boost uk manufactur,global aerospac industri enjoy surg aircraft order februari put track anoth record year deliveri boost uk economi number commerci aircraft order airlin jump last month just four februari accord ad industri trade associ figur base order planemak airbus boe canada bombardi chines stateown firm comac russia irkut growth driven main demand singleaisl plane design shorthaul travel industri deliv aircraft custom month valu â£bn uk economi valu research develop manufactur take place countri airbus employ peopl uk make wing plane factori broughton north wale,business,0
259,uk retail sale shrug brexit fear februari rise,britain retail receiv respit twomonth lose streak spend high street store onlin bounc back februari offic nation statist said retail sale volum januari higher februari sterl rose currenc market news rise announc on said bounc back fail recoup ground lost decemb januari note spend curtail higher petrol price three month februari â€“ consid better guid under trend month figur alon â€“ sale lower quarter end novemb,business,0
260,laptop cabin ban ineffect say iata,us uk ban laptop cabin baggag certain flight will effect secur measur intern air transport associ said strong word speech iata chief execut alexandr de juniac said ban also caus commerci distort us ban brought antiterrorist precaut cover inbound flight airlin oper airport middl east north africa turkey british ban similar appli differ airlin airlin passeng carrier subject ban inbound direct flight turkey lebanon jordan egypt tunisia saudi arabia,business,0
261,american airlin tie partnership china southern,american airlin china biggest carrier passeng china southern agre strateg partnership us airlin will buy m â£m worth share chines firm two will seek increas cooper china southern latest china top airlin bring investor outsid mainland deal offer american airlin possibl tap china grow aviat market china one biggest sourc tourist us chines carrier aggress expand fleet rang oversea destin cater strong growth travel number,business,0
262,london stock exchangedeutsch boers deal block eu,eu regul block london stock exchang â£bn merger german stock exchang deutsch boers european commiss said deal creat de facto monopoli certain financi servic merger combin europ two largest stock exchang oper london stock exchang group said regret commiss decis deal creat worldlead financi market firm warn last month deal unlik receiv eu approv concern limit competit firm oper uk italian stock exchang offer sell francebas clear hous deal concern howev european commiss decid remedi go far enough margreth vestag commission charg competit polici said european economi depend wellfunct financi market,business,0
263,china tencent buy stake tesla,chines tech giant tencent spent bn â£bn buy stake electr carmak tesla tencent best known wechat mobil app invest number sector includ game entmt cloud comput onlin financ tesla said stake passiv mean tencent get say us firm run share tesla rose earli trade follow announc tesla rang electr car includ model s roadster bill world first electr sport car compani also specialis batteri storag solarc subsidiari residenti solar panel,business,0
264,london stock exchang work hard deutsch boers merger,london stock exchang said continu work hard plan merger deutsch boers earlier week lse said deal collaps unlik get european commiss clearanc commiss order lse sell stake mts fixedincom trade platform lse call request disproportion lses latest comment came exchang report increas profit exclud restructur cost busi sold close lse said profit tax rose â£m year â£m year ago group work hard propos merger deutsch boers receiv formal approv set sharehold firm said,business,0
265,german power spat denmark hold singl market trade,longrun squabbl denmark germani power cabl link countri cut amount electr nordic produc can suppli europ biggest market lowest level year germani cut import capac mainland denmark percent averag last year sinc power market nation start consequ chancellor angela merkel unpreced energiewend shift wind solar power mean surg renew energi product make hard nation grid handl electr let alon import disput undermin european union goal break nation barrier power boost energi secur cut cost crossbord trade talk germani denmark flounder resolut emerg latest meet matter berlin last week,business,0
266,red state citi fell love muslim immigr,everi week host dan moss scott lanman bring jargonfre dive stori drive global economi postindustri midwestern america help propel donald trump nation top job heard hundr time hear st loui wave bosnian refuge mani muslim arriv citi start mid result surg busi job creation revit communiti help transit manufactur servic economi sadik kukic tell dan michell journey balkan concentr camp pillar local communiti now presid bosnian chamber commerc american,business,0
267,frankfurt cheapest brexit option hous banker,brexit banker flee london take note frankfurt cheapest major financi center european union live work accord properti broker savil plc combin annual cost rent apart peremploye offic space expens total just euro german citi less half pari frankfurt emerg favor destin invest bank goldman sach group inc need hub within eu britain withdraw bloc,business,0
268,macron le pen spar,anticip french elect runoff three week still go first round vote marin le pen emmanuel macron alreadi campaign like candid left race becom franc next presid recent poll suggest antieuro le pen centrist macron five point ahead nearest challeng two slot may runoff frontrunn trade barb weekend candid fade background macron call le pen liar pledg elimin immigr nationalist portray rival puppet french elit europ radio monday said soft migrat,business,0
269,gold set soar,inflat make comeback gold pois ralli level last seen four year ago rise inflat negat real interest rate combin boost demand accord incrementum ag say precious metal may earli stage bull market price may climb ounc year said ronaldpet stoeferl manag partner liechtensteinbas compani overse million swiss franc million spot bullion wednesday last trade septemb,business,0
270,russia can wait oil return arctic water,russia can wait sustain recoveri oil price drill arctic water reli now less cost region even rival produc norway acceler develop norther field estim product cost russian arctic offshor rang barrel energi minist alexand novak said email reserv backup stock said intern arctic forum russia arkhangelsk start wednesday,business,0
271,sweden warn return hightax s incom squeez,return sweden high tax s s warn come sweden statefund econom think tank social democraticl govern rais tax worker plan cut levi pension collect benefit big negat effect least longer term higher state incom tax margin tax rate urban hansson brusewitz directorgener nation institut econom research said interview tuesday stockholm thing head direct long harm sweden,business,0
272,hous just vote wipe away fccs landmark internet privaci protect,congress sent propos legisl presid trump tuesday wipe away landmark onlin privaci protect first salvo like becom signific rework rule govern internet access era republican domin partylin vote hous republican freed internet servic provid verizon t comcast protect approv just last year sought limit compani inform custom brows habit app usag histori locat data social secur number rule also requir provid strengthen safeguard custom data hacker thiev,business,0
273,hous send bill roll back internet privaci protect trump,congress sent propos legisl presid trump tuesday wipe away landmark onlin privaci protect first salvo like becom signific rework rule govern internet access era republican domin partylin vote hous republican freed internet servic provid verizon t comcast restrict approv just last year sought limit compani inform custom brows habit app usag histori locat data social secur number rule also requir provid strengthen safeguard custom data hacker thiev,business,0
274,pay intern free food ,find peopl work challeng particular restaur pret manger uk base sandwich shop chain differ meet challeng execut decid tri someth new oneweek internship teenag accord compani statement guardian get exposur aspect busi includ food product custom servic social respons care homeless financi control seem like good much need ideaâ€“particular uk find lowskil labor project becomeincreas difficult effect brexit take hold fewer eu nation make way england british school parent alway take career hospit industri serious realli compani wrote blog,business,0
275,bad saudi arabia need big oil ipo go well,saudi arabia gave saudi aramco huge gift week slash tax rate nation oil compani kingdom stress drastic reduc tax rate retroact start offset dividend invest profit enorm tax relief will also add ten billion dollar aramco coffer time grow concern much world largest oil compani actual worth saudi arabia said aramco valu trillion expect ipo analyst believ price tag generous saudi arabia bad need aramco ipo go smooth generat cash windfal time plung oil revenu blown hole vaunt budget,business,0
276,jeff bezo test giant robot suit,amazon amzn tech ceo tweet photo test giant mechan robot suit compani exclus mar confer late sunday night confer focus machinelearn home autom robot space feel much like sigourney weaver bezo ask audienc refer actresss lead role alien robot design south korean compani hankook mira technolog almost feet tall accord compani websit,business,0
277,hedg fund exec whose former firm link madoff jump death,charl murphi found dead fourthfloor terrac sofitel hotel monday accord polic sourc extrem sadden news said john paulson presid paulson co separ hedg fund murphi work time death charl extrem gift brilliant man great partner true friend murphi work fairfield greenwich invest billion madoff later su investor lost money fund agre million settlement madoff arrest decemb run world largest ponzi scheme defraud investor billion plead guilti fraud charg now serv year feder prison north carolina,business,0
278,brexit boost qatar will invest anoth billion uk,gasrich gulf state alreadi invest â£ billion billion britain own string trophi asset includ harrod depart store shard western europ tallest build prime minist sheikh abdullah bin nasser al thani said qatar spend anoth â£ billion billion next year energi infrastructur real estat sector news come prime minist theresa may prepar trigger offici eu exit process wednesday look beyond boundari contin readi embrac opportun new era said liam fox uk secretari state intern trade,business,0
279,westinghous electr file bankruptci,toshiba hit billion dollar loss problem westinghous nuclear oper chapter bankruptci file allow toshiba tosbf limit exposur futur loss westinghous japanes firm said statement wednesday westinghous will longer control will deconsolid financi result westinghous left today major industri conglomer help chang world late th earli th centuri founder georg westinghous prolif inventor start make air brake great improv safeti train travel freight transport key advoc altern electr current still use around globe today rather direct current pioneer thoma edison,business,0
280,silicon valley fight save internet yet,thought never pull one member sing activist group said tech industri ralli presid trump san francisco earlier month granni launch protest song say comcast verizon t hand internet must free chant stood protest gather most focus silicon valley fight trump travel ban also stand one moment sinc trump inaugur net neutral took center stage silicon valley net neutral rule approv feder communic commiss intend keep internet open fair rule prevent internet provid play favorit deliber speed slow traffic specif websit app,business,0
281,day without women two district cancel school,decis made light superintend alvin l crawley said ad base polit stanc posit,education,0
282,accept columbia oop error,jubil last minut howev second email arriv inform prospect student accept notic sent error,education,0
283,betsi devoss educ hear erupt partisan debat,hear quick becam heat partisan debat reflect nation polit divid best spend public money educ,education,0
284,trump pick educ face unusu stiff resist,wealth polit seem like make confirm hear unusu contenti possibl drawn,education,0
285,suprem court expand right student disabl,said done wrote chief justic john g robert student offer educ program provid mere de minimi progress year year can hard said offer educ,education,0
286,survey find colleg applic intern student,near percent respond us institut report drop intern student applic particular student middl east accord initi find survey school declin also report student china india undergradu graduat level,education,0
287,school use technolog improv gym class,monitor part technolog program school start use six week ago help student exercis effici gym class monitor look like wrist watch keep track student heart rate calori burn,education,0
288,tumultu begin,presid protest cabinet pick devo botch way senat confirm hear made punchlin mani latenight televis show confront delug opposit constitu around countri wrote million letter email jam phone line senat offic confirm slightest margin histori requir tiebreak vote vice presid mike penc,education,0
289,arn duncan blast trump administr transgend guidanc,week decis trump administr withdraw guidanc school communiti protect transgend student reflect fundament misunderstand feder role protect civil right student duncan catherin lhamon former assist educ secretari civil right wrote ope washington post wors yet confus state school district put real live children greater risk harm,education,0
290,protest disrupt devo school visit,demonstr report block path vehicl believ devo well actual car tri block vehicl came physic stand front silent activist show racial justic explain video post periscop,education,0
291,univers push back trump immigr,believ execut order fundament inconsist valu bedrock boston univers inde pluralist welcom societi boston univers presid robert brown said statement sunday,education,0
292,girl code close comput scienc gender gap,current women pose percent comput scienc field said cayc hill youth liaison southwestern oregon workforc invest board also senior marshfield high school will million job open women will fill percent demand wors s gap grow larger,education,0
293,studi inclus environ key close stem gap,studi stem field gender balanc other draw previous work stem gender gap account specif gap comput scienc engin physic field,education,0
294,microsoft aim build minecraft success,got overwhelm posit attitud toward minecraft classroom say minghella technolog teacher nation capit british intern school washington say familiar minecraft thank two kid actual use educ purpos just student play game minghella say game can help student understand concept involv build sustain communiti well work collabor overcom obstacl priorit task,education,0
295,even preschool face racial bias studi find,research show teacher video four children play black boy girl white boy girl ask look potenti problemat behavior catch challeng behavior video,education,0
296,administr set new rule feder child care program,rule come wake congress approv presid sign sweep updat child care develop block grant feder program provid subsidi work famili child care,education,0
297,teacher shortag crisi,teacher shortag crisi least accord new report learn polici institut stand get wors,education,0
298,sex toywield student protest gun law univers texa,reason behind sex toy protest accord organ recent alumnus jessica jin fight absurd absurd current texa law person can arrest circumst open carri sex toy,education,0
299,nutrit affect children school perform,birth school year decadesold food program design make sure children go hungri expert agre nutrit provid million children school meal program invalu health,education,0
300,googl commit million close educ gap,googl philanthrop arm googleorg want whittl number next two year give million grant nonprofit focus improv educ develop countri use techbas learn tool compani said tuesday nine grante far googleorg intend give grant nonprofit countri end year,education,0
301,survey freshmen emot prepar colleg,first year colleg experi survey conduct harri poll jed foundat partnership drugfre kid jordan porco foundat found percent freshmen said wish help get emot readi colleg,education,0
302,exchang student say us high school easier puzzl sport,accord new studi wednesday brook institut brown center educ polici research tom loveless survey foreign exchang student revisit question found new crop student believ strong school easier nativ countri student work hard,education,0
303,toronto cancel us class trip due trump travel ban concern,toronto district school board wrote letter princip thursday decis pass unanim meet held previous night amid concern protect student safeti embrac valu equiti inclus truste also fear border problem scuttl trip last minut student often fundrais mani month pay travel,education,0
304,hillari clinton deliv wellesley colleg commenc address,year event will clinton third time address school graduat class,education,0
305,school start earli morn state lawmak say,everi year discuss parent educ legisl best practic interest children educ say portantino well data clear start school day later improv qualiti educ health welfar children,education,0
306,teacher person handshak student,barri white jr english teacher ashley park prek school give person greet intermingl danc move student news interact origin went viral septemb charlottemecklenburg school district post video facebook page,education,0
307,harvard law move diversifi applic pool will accept gre score,law school whose alumni includ senat chief execut chief justic john g robert jr presid barack obama second accredit law school unit state accept gre admiss follow univers arizona jame e roger colleg law made chang year ago,education,0
308,healthier cereal snare spot new york school menus,switch follow student tast test began last spring add menu option lower sugar sodium higher whole grain come nation largest school system potenti spread larg district collabor new york bulk purchas one biggest sign date inroad small food compani make mainstream,education,0
309,stem student creat win invent,windpow generat idea won state competit samsung solv tomorrow contest encourag teacher student solv realworld issu use classroom skill scienc technolog engin art mathemat student will compet spring nation finalist slot ultim prize,education,0
310,immigr controversi drive colleg cost,univers host intern student last year pay full tuition help subsid domest student lose even portion someth sign may alreadi start happen nationwid signific financi impact ultim drive cost american,education,0
311,wifi microscop help texa student scienc,corpus christi callertim httpbitlygdcsv report invest come form wifi microscop purchas offici school k student curriculum,education,0
312,student experi drone h nation youth scienc day,student experi actual drone keep cost use item h kit like paper plate foam airplan learn concept flight remot sens real technolog item remot sensor,education,0
313,school rural area shift toward day week,trend increas popular mountain west region countri district colorado oregon near half school district montana shift fourday week accord atlant,education,0
314,exus attorney barbara mcquad will teach law michigan,chief feder prosecutor eastern michigan seven year year assist us attorney trump administr last week told us attorney appoint presid barack obama step,education,0
315,yearold win oklahoma spell bee head nation,tulsa world report httpbitlymcfymd edith beat elementari middl school student saturday edith homeschool repres tbc home educ fellowship bee,education,0
316,scientist bristl trump budget cut research,still extent cut propos budget unveil earli thursday shock scientist research program administr reduct includ billion percent nation institut health fund thousand research work cancer diseas million littl less percent depart energi offic scienc fund nation laboratori consid among crown jewel basic research world,education,0
317,yearold got gun laarea school famili kept dark,student grandmoth found firearm backpack earlier march sun newspap report googlspfz child said receiv anoth student cucamonga school district mile kilomet east los angel,education,0
318,educ prepar immigr agent schoolhous,school administr parent worri trump administr crackdown undocu immigr want detail exact process work ms junco said,education,0
319,compani colleg can get us back work,colleg graduat less concern nation survey commiss northeastern univers found just percent recent colleg graduat believ educ prepar work artifici intellig robot innov pois transform american workplac,education,0
320,school choic fail make differ,outcom fli face predict mani economist often tout school choic way improv us educ system also increas equal opportun economist typic assum peopl ration wellinform will make decis benefit give student parent school choic hurt student academ someth serious wrong theori,education,0
321,will smith reunit fresh princ belair pal,will smith reunit cast fresh princ belair year show end sixyear run six member show pose photo share alfonso ribeiro play carlton hit s us show instagram post ribeiro wrote alway amaz spend afternoon fresh princ famili wish jame averi still us make complet averi play uncl phil die smith ribeiro join tatyana ali ashley karyn parson hilari daphn maxwel reid vivian joseph marcel geoffrey,entertainment,0
322,emma thompson felt fat live la,british actress emma thompson said never move los angel felt deem fat visit strang place live told swedish chat show skavlan oscar winner also condemn pressur actress thin anorexia mani kid girl boy now actress thin s simpli eat said star also reveal threaten quit work film brideshead revisit reaction costar told shed pound said produc said will lose weight absolut exquisit said speak level will leav pictur never,entertainment,0
323,brian cox play postman pat scientist,professor brian cox may know way around black hole higg boson particl will fare postman pat home turf greendal find week appear cbeebi cartoon show professor ryan farrow space expert friend greendal resid inventor ted glen professor arriv especi big news pat alway want astronaut postman pat space suit air wednesday bst pictur releas brian hold model postman pat black white cat jess well one appear anim form,entertainment,0
324,pharrel music come screen near,familiar awardwin music produc singersongwrit known pharrel william earli life answer much soon chang william youth inspir bigscreen music accord hollywood report william will produc atlanti describ romeo juliet song broadway director michael mayer will act project guid hand mayer best known product spring awaken won toni award well american idiot base music green day atlanti writer will martin hyne current work fourth toy stori film,entertainment,0
